,s0_c0,s0_c1,s0_c2,s1_c0,s1_c1,s1_c2,s2_c0,s2_c1,s2_c2
s0_c0,1.0000938177108765,0.025296764448285103,0.017785144969820976,-0.006214178167283535,0.013016379438340664,0.00977499783039093,-0.004588599782437086,0.014463716186583042,0.010436585173010826
s0_c1,0.025296764448285103,1.0000393390655518,0.09346181899309158,0.010295380838215351,0.05795253813266754,0.06121855601668358,0.01579633727669716,0.03260863199830055,0.030265234410762787
s0_c2,0.017785144969820976,0.09346181899309158,1.0000135898590088,0.01676001027226448,0.05889718234539032,0.06992682069540024,0.005828472785651684,0.04298236221075058,0.052570097148418427
s1_c0,-0.006214178167283535,0.010295380838215351,0.01676001027226448,1.000036597251892,0.004064456094056368,0.005031663458794355,0.00959425326436758,0.003594758454710245,0.006778135895729065
s1_c1,0.013016379438340664,0.05795253813266754,0.05889718234539032,0.004064456094056368,1.000028371810913,0.016411859542131424,0.007168506737798452,0.012389061041176319,0.01263553835451603
s1_c2,0.00977499783039093,0.06121855601668358,0.06992682069540024,0.005031663458794355,0.016411859542131424,0.9999759793281555,0.015440250746905804,0.10055190324783325,0.060515351593494415
s2_c0,-0.004588599782437086,0.01579633727669716,0.005828472785651684,0.00959425326436758,0.007168506737798452,0.015440250746905804,1.0001194477081299,0.028248697519302368,0.008852899074554443
s2_c1,0.014463716186583042,0.03260863199830055,0.04298236221075058,0.003594758454710245,0.012389061041176319,0.10055190324783325,0.028248697519302368,0.9999305605888367,0.07446066290140152
s2_c2,0.010436585173010826,0.030265234410762787,0.052570097148418427,0.006778135895729065,0.01263553835451603,0.060515351593494415,0.008852899074554443,0.07446066290140152,1.000051498413086
