bias
-0.08858895
-0.0104720015
-0.005734959
-0.01227509
0.0058829924
-0.026694978
-0.0069912374
-0.051509418
0.0121522695
0.012917672
-0.032790087
0.023469402
0.05880398
0.016872315
-0.0014647121
-0.020862902
-0.055586
-0.024255851
0.051636636
-0.0056184484
0.022342624
-0.020916954
-0.014012921
-0.036628045
-0.02690947
-0.0060677915
-0.0043652216
0.03538368
0.0012282263
-0.009154047
-0.029731942
0.039102007
0.035653062
0.03860378
-0.019797245
0.004275758
0.050657682
0.0074589537
-0.054008387
0.01020785
0.017018076
-0.048432633
0.02727878
0.041810784
0.018163402
-0.0112288045
0.00033117755
0.004494981
-0.017851744
0.0103902
0.014971244
0.006865994
-0.029702386
-0.0480851
0.06786751
0.016686974
-0.067125514
0.00017542698
0.026418442
0.038841262
-0.00460905
-0.004725569
-0.008377927
-0.0032825014
