laser_power,time_elapsed
597.1930126450762,0.0
597.1967782609827,0.035740034586603
597.2005436650795,0.071480069173206
597.2043088575952,0.1072201037598091
597.208073838262,0.1429601383464121
597.2118386073081,0.1787001729330151
597.2156031644664,0.214440207519618
597.219367509965,0.250180242106221
597.2231316436598,0.285920276692824
597.2268955654082,0.3216603112794269
597.2306592754377,0.3574003458660299
597.2344227734814,0.3931403804526329
597.2381860597673,0.4288804150392358
597.2419491340279,0.4646204496258388
597.2457119964913,0.5003604842124418
597.2494746468906,0.5361005187990451
597.2532370854532,0.5718405533856483
597.2569993119125,0.6075805879722516
597.2607613264962,0.6433206225588548
597.2645231289373,0.679060657145458
597.2682847194633,0.7148006917320613
597.2720460978074,0.7505407263186645
597.2758072641977,0.7862807609052678
597.2795682183668,0.822020795491871
597.2833289605426,0.8577608300784743
597.2870894905817,0.8935008646650775
597.290849808341,0.9292408992516809
597.2946099140481,0.964980933838284
597.2983698074361,1.0007209684248872
597.3021294887328,1.0364610030114905
597.3058889576712,1.0722010375980937
597.3096482144791,1.107941072184697
597.3134072588895,1.1436811067713002
597.31716609113,1.1794211413579034
597.3209247109339,1.215161175944507
597.3246831185288,1.25090121053111
597.3284413136478,1.2866412451177132
597.3321992965185,1.3223812797043164
597.3359570668742,1.3581213142909196
597.3397146249423,1.3938613488775229
597.3434719704563,1.429601383464126
597.3472291036436,1.4653414180507294
597.3509860243611,1.5010814526373326
597.3547427324653,1.536821487223936
597.3584992281841,1.572561521810539
597.3622555112505,1.6083015563971423
597.3660115818925,1.6440415909837456
597.3697674398427,1.6797816255703488
597.3735230853292,1.715521660156952
597.3772785180847,1.7512616947435553
597.3810337383375,1.7870017293301586
597.3847887458201,1.8227417639167616
597.3885435407603,1.858481798503365
597.3922981228916,1.8942218330899685
597.3960524924414,1.9299618676765715
597.3998066491428,1.9657019022631748
597.4035605932232,2.001441936849778
597.4073143244163,2.03718197143638
597.4110678429496,2.0729220060229823
597.4148211486796,2.1086620406095844
597.4185742414631,2.1444020751961865
597.4223271215282,2.1801421097827887
597.4260797886075,2.215882144369391
597.4298322429288,2.251622178955993
597.4335844842254,2.287362213542595
597.4373365127251,2.323102248129197
597.4410883281605,2.3588422827158
597.4448399307596,2.394582317302401
597.4485913202554,2.430322351889004
597.452342496876,2.4660623864756057
597.4560934603539,2.501802421062208
597.4598442109173,2.53754245564881
597.4635947482989,2.573282490235412
597.4673450727266,2.6090225248220142
597.4710951839335,2.6447625594086164
597.4748450821473,2.6805025939952185
597.4785947672246,2.7162426285818206
597.4823442390224,2.7519826631684228
597.4860934977683,2.787722697755025
597.4898425431954,2.823462732341627
597.4935913755312,2.859202766928229
597.4973399945089,2.894942801514832
597.5010884003565,2.930682836101433
597.5048365928067,2.966422870688036
597.5085845720876,3.0021629052746377
597.5123323379316,3.03790293986124
597.5160798905674,3.073642974447842
597.5198272297272,3.109383009034444
597.5235743556392,3.145123043621046
597.5273212680362,3.1808630782076484
597.5310679671463,3.2166031127942505
597.5348144527022,3.2523431473808526
597.5385607249318,3.2880831819674547
597.542306783692,3.323823216554057
597.5460526288391,3.359563251140659
597.5497982606012,3.395303285727261
597.5535436787112,3.431043320313864
597.557288883397,3.4667833549004654
597.5610338743913,3.5025233894870675
597.5647786519224,3.5382634240736697
597.568523215723,3.574003458660272
597.5722675660209,3.609743493246874
597.5760117025491,3.645483527833476
597.5797556255352,3.681223562420078
597.5834993347127,3.71696359700668
597.5872428303092,3.7527036315932825
597.5909861120573,3.7884436661798846
597.5947291801855,3.824183700766487
597.59847203455,3.859923735353089
597.6022146750076,3.895663769939691
597.6059571017865,3.931403804526293
597.609699314619,3.9671438391128953
597.6134413137333,4.002883873699497
597.6171830988625,4.038623908286102
597.6209246702343,4.074363942872706
597.6246660275815,4.11010397745931
597.6284071711323,4.145844012045915
597.6321481006192,4.181584046632519
597.6358888162706,4.217324081219124
597.6396293178191,4.253064115805728
597.6433696054925,4.288804150392332
597.6471096790239,4.324544184978937
597.6508495386412,4.360284219565541
597.6545891840774,4.396024254152145
597.6583286155601,4.43176428873875
597.6620678329461,4.467504323325354
597.6658068360922,4.503244357911958
597.6695456252262,4.538984392498563
597.673284200081,4.574724427085167
597.6770225608844,4.610464461671771
597.6807607073697,4.646204496258376
597.6844986397643,4.68194453084498
597.6882363578013,4.717684565431584
597.6919738617088,4.753424600018189
597.6957111512195,4.789164634604793
597.6994482265613,4.8249046691913975
597.7031850874673,4.860644703778002
597.706921734165,4.896384738364606
597.7106581663878,4.9321247729512105
597.7143943843633,4.967864807537815
597.7181303878247,5.003604842124419
597.7218661769995,5.039344876711024
597.7256017517448,5.075084911297628
597.7293371119168,5.110824945884232
597.7330722577437,5.146564980470837
597.7368071889584,5.182305015057441
597.7405419057889,5.218045049644045
597.7442764079676,5.25378508423065
597.7480106957231,5.289525118817254
597.751744768788,5.325265153403858
597.7554786273901,5.361005187990463
597.7592122712625,5.396745222577067
597.762945700633,5.432485257163672
597.7666789152346,5.468225291750276
597.7704119152952,5.50396532633688
597.7741447005476,5.5397053609234845
597.7778772712197,5.575445395510089
597.7816096270446,5.611185430096693
597.7853417682501,5.646925464683298
597.7890736946929,5.682665499269902
597.7928054062296,5.718405533856506
597.7965369030883,5.754145568443111
597.8002681850016,5.789885603029715
597.8039992521977,5.825625637616319
