gamma_result_temp,gamma_result_depth,ref,TiDE_pred_temp,TiDE_pred_depth,LP
2466.1319840008355,-0.3780612244897959,2433.9575,2474.3062,-0.37851888,530.59985
2449.063788406668,-0.3765306122448979,2430.9404,2456.365,-0.37571886,530.58105
2443.9394245455496,-0.3826530612244897,2431.023,2434.4102,-0.37517464,530.5605
2441.048215648033,-0.3857142857142857,2432.1694,2435.9424,-0.37913847,529.7157
2452.79043553878,-0.3872448979591837,2438.2512,2447.358,-0.3825308,529.09174
2457.126172795477,-0.3872448979591837,2438.4463,2458.1182,-0.38360292,528.45605
2451.1861775263615,-0.38112244897959185,2437.4136,2454.5088,-0.38248223,528.20807
2445.4429591138223,-0.38112244897959185,2436.1648,2443.4978,-0.37897712,528.0649
2437.736727049862,-0.3872448979591837,2429.856,2440.731,-0.37990546,527.6546
2434.1045066590086,-0.3872448979591837,2431.6313,2442.838,-0.3848493,527.4855
2442.1527787568475,-0.38112244897959185,2439.1763,2445.4924,-0.38590276,527.65106
2449.3635880113316,-0.3795918367346939,2439.602,2448.112,-0.3810727,527.626
2449.848742456268,-0.38265306122448983,2441.2168,2447.6125,-0.3790893,527.3986
2442.7575987424307,-0.38418367346938775,2439.3958,2449.281,-0.38328382,527.1302
2437.9271947697125,-0.38418367346938775,2434.222,2449.2405,-0.3864211,527.31854
2438.196972135235,-0.38418367346938775,2433.1284,2449.249,-0.38507926,527.7614
2434.2712380926996,-0.3872448979591837,2440.051,2451.3015,-0.38390425,528.20856
2439.6691466274406,-0.3872448979591837,2427.6172,2446.1074,-0.3869356,528.98883
2442.0339807399655,-0.38112244897959185,2435.7188,2444.893,-0.38801795,529.26514
2439.504035358237,-0.38112244897959185,2442.0146,2446.1736,-0.38375425,529.39075
2444.4986075747806,-0.38265306122448983,2448.618,2447.5522,-0.3827207,529.6855
2450.2284983871878,-0.38265306122448983,2456.4565,2457.54,-0.38431033,529.74304
2451.1385536476064,-0.3857142857142857,2455.7466,2466.9922,-0.3848939,530.0084
2457.7356846530956,-0.3857142857142857,2450.277,2463.809,-0.38529366,530.7712
2465.039406809011,-0.3795918367346939,2437.813,2463.3484,-0.38511685,531.05835
2458.1496268340397,-0.3780612244897959,2445.6675,2470.0217,-0.38230783,530.91925
2451.807403442045,-0.3857142857142857,2454.8074,2467.264,-0.3807521,531.4708
2460.650873775011,-0.3872448979591837,2464.897,2462.7039,-0.38489687,532.19824
2479.0301743145237,-0.3795918367346939,2478.561,2472.0242,-0.38654646,532.2122
2493.947208632492,-0.3719387755102041,2470.618,2487.7397,-0.38067275,531.7398
2489.6910187079184,-0.3719387755102041,2469.4822,2496.8486,-0.3741331,531.2806
2476.0435475024706,-0.3765306122448979,2454.0962,2491.3787,-0.37516487,531.5025
2477.098446104471,-0.3780612244897959,2455.9873,2481.0547,-0.38007998,532.1662
2488.6397979342255,-0.376530612244898,2456.4294,2484.8123,-0.38064235,532.2388
2491.5764303058672,-0.375,2458.1707,2497.4546,-0.37783524,531.88184
2482.508090750405,-0.3719387755102041,2472.2773,2498.685,-0.3764308,532.02655
2481.243544253486,-0.3734693877551021,2470.352,2485.4158,-0.37553167,532.7478
2490.0038576816196,-0.376530612244898,2485.9873,2482.7039,-0.37731957,532.8648
2487.731251403323,-0.375,2482.9207,2498.1543,-0.3798721,532.3094
2491.7718054021825,-0.3719387755102041,2469.2766,2503.608,-0.37845302,532.6522
2481.0155234531576,-0.3704081632653061,2470.0754,2503.1084,-0.3747868,533.0529
2463.3839609366423,-0.3704081632653061,2452.6077,2486.62,-0.3728205,534.01294
2487.6329748902244,-0.3704081632653061,2449.6294,2465.6724,-0.3735515,535.075
2506.370896360064,-0.3688775510204082,2460.1946,2488.1829,-0.37471482,533.7826
2490.4834086855954,-0.3688775510204082,2444.7388,2514.6106,-0.37336826,532.6101
2467.904134869811,-0.3688775510204082,2445.6028,2504.1821,-0.37151116,533.6343
2448.302666052232,-0.3704081632653061,2422.6028,2475.1921,-0.37150216,535.35693
2428.8251980951536,-0.3795918367346939,2424.1956,2452.4653,-0.37620765,536.54987
2417.7569175703657,-0.3918367346938776,2423.2349,2450.616,-0.38798162,537.5699
2460.867963305117,-0.4056122448979592,2448.1445,2451.2422,-0.3984619,539.1086
2517.813013173962,-0.3948979591836735,2485.166,2495.1245,-0.3972714,538.3892
2530.5646941523337,-0.3780612244897959,2492.3984,2535.7087,-0.38333404,536.9723
2532.3677381618863,-0.3765306122448979,2517.8757,2534.5398,-0.36906213,537.0173
2527.656581380771,-0.373469387755102,2512.2888,2529.459,-0.36909446,536.969
2538.062185736273,-0.3704081632653061,2516.164,2532.3535,-0.37299716,536.9024
2542.586207770448,-0.36122448979591837,2509.0183,2548.3633,-0.37220418,536.45337
2556.0970534569788,-0.3627551020408163,2510.4688,2549.9084,-0.36423543,536.5919
2561.171693864689,-0.36122448979591837,2512.9912,2556.3152,-0.36454833,536.11957
2537.0151586957336,-0.35969387755102034,2509.595,2558.3362,-0.3655363,535.7061
2536.234838976732,-0.35969387755102034,2514.9766,2537.9326,-0.36445713,536.6446
2546.620871244588,-0.35969387755102034,2510.714,2537.562,-0.36301416,536.5835
2550.990714844687,-0.36122448979591837,2493.6714,2555.6145,-0.36451864,535.95935
2546.464999242048,-0.3627551020408163,2485.154,2560.9758,-0.3656264,536.0406
2535.5520072513964,-0.3627551020408163,2472.584,2546.6455,-0.36469287,536.67474
2510.9110354700347,-0.3627551020408163,2465.5137,2528.0488,-0.3633802,537.17554
2502.446311986486,-0.3642857142857143,2479.7505,2509.3826,-0.36385736,537.98975
2502.016438267551,-0.3642857142857143,2481.901,2509.5012,-0.36593065,538.2727
2504.5051611783565,-0.3673469387755102,2480.7703,2513.2778,-0.3664821,538.55695
2512.1930949159732,-0.3673469387755102,2480.9265,2511.9583,-0.36732814,538.95
2503.4594510171496,-0.3642857142857143,2464.3687,2511.3433,-0.36670405,538.9259
2490.3394985244176,-0.3642857142857143,2460.8145,2499.9558,-0.36523074,539.3231
2494.936174672159,-0.3673469387755102,2469.308,2487.0735,-0.36540532,539.83734
2504.601048249712,-0.3673469387755102,2471.9585,2496.073,-0.36807567,539.4599
2506.6378779191245,-0.3688775510204082,2472.0994,2509.1558,-0.36843795,539.0447
2509.485327151675,-0.3704081632653061,2467.4353,2506.6487,-0.36769056,539.1859
2517.347774070944,-0.3704081632653061,2466.9448,2499.1865,-0.3676194,539.0622
2508.6542081058196,-0.3688775510204082,2458.6802,2503.5994,-0.36845502,538.1687
2499.3599529587336,-0.3688775510204082,2466.7556,2502.071,-0.36807483,537.9277
2504.5525037925354,-0.3688775510204082,2469.0693,2497.6765,-0.36828882,538.07074
2502.4328496711682,-0.3688775510204082,2456.3284,2502.4685,-0.3692697,537.7241
2506.0933397589974,-0.3704081632653061,2451.1492,2499.0293,-0.36979815,537.7279
2506.5260997577925,-0.3704081632653061,2444.5981,2497.5212,-0.37070692,537.3786
2485.768994937282,-0.3688775510204082,2426.6294,2498.0872,-0.37128296,536.9362
2478.382916386513,-0.3719387755102041,2433.4536,2484.442,-0.37053296,537.5627
2489.9939586319424,-0.3734693877551021,2439.3306,2480.6443,-0.3724016,537.88184
2492.0801272636627,-0.3734693877551021,2445.7153,2493.58,-0.37417495,537.44495
2496.5122845912792,-0.3734693877551021,2449.1836,2495.4443,-0.37396902,537.55536
2501.671496556553,-0.3719387755102041,2447.3425,2493.753,-0.3728205,537.5378
2483.9179111414564,-0.3704081632653061,2433.507,2497.377,-0.37179404,537.15533
2474.4416027259213,-0.375,2428.6682,2487.9963,-0.371238,537.8217
2486.018026333063,-0.3765306122448979,2437.5193,2482.8682,-0.3739701,538.47736
2488.3374519992426,-0.3765306122448979,2443.005,2494.5876,-0.37565133,538.24396
2494.6467157780676,-0.3765306122448979,2454.9368,2496.7173,-0.37547764,538.48303
2504.0409332505105,-0.3719387755102041,2457.4285,2496.2349,-0.37480536,538.534
2488.431046413875,-0.3704081632653061,2452.8877,2503.7654,-0.37288707,538.0501
2485.45362311105,-0.3734693877551021,2453.215,2496.316,-0.37243712,538.7151
2515.2914529802115,-0.375,2454.3652,2497.1501,-0.37482506,539.1508
2523.29579261202,-0.3719387755102041,2457.2017,2525.8982,-0.37657243,538.0124
2507.4340691180587,-0.3719387755102041,2458.798,2533.3794,-0.3734438,537.9043
2500.353508660733,-0.3734693877551021,2455.3096,2509.932,-0.37148172,539.023
2489.2831308428827,-0.3719387755102041,2447.2324,2496.7434,-0.3734584,539.37134
2484.3210539243264,-0.3734693877551021,2443.2837,2494.4377,-0.37468332,539.5701
2494.928348059274,-0.375,2447.9644,2496.8987,-0.37547943,539.8764
2498.3490731657357,-0.373469387755102,2453.0798,2505.2275,-0.37596732,539.7883
2499.7683802119145,-0.373469387755102,2456.6123,2506.117,-0.37512076,539.93585
2501.6557653209547,-0.3719387755102041,2456.7827,2503.42,-0.37452337,540.04517
2488.21814726339,-0.3704081632653061,2450.0483,2505.3345,-0.37391824,539.9078
2482.2298327536246,-0.3734693877551021,2446.31,2500.1194,-0.37382644,540.52203
2511.2097884844943,-0.375,2453.219,2497.3357,-0.37588066,541.1258
2526.937188036578,-0.3734693877551021,2439.2383,2521.7136,-0.37728816,540.06226
2518.5607385396675,-0.3734693877551021,2443.9177,2536.2295,-0.3757418,539.44446
2509.8657075610636,-0.3704081632653061,2442.4,2523.3027,-0.37419915,539.98425
2496.783828704311,-0.3704081632653061,2436.9949,2510.3547,-0.3725736,540.256
2492.0252654276464,-0.3719387755102041,2449.4502,2504.0732,-0.37354907,540.48535
2502.2131688656837,-0.3719387755102041,2449.055,2505.175,-0.37486982,540.60187
2508.6546388912857,-0.373469387755102,2450.8157,2513.2634,-0.37500334,540.23724
2506.3974408451104,-0.373469387755102,2441.3623,2514.7551,-0.3751914,539.95
2501.929444791549,-0.3734693877551021,2441.8389,2508.861,-0.37480646,539.84607
2492.360651002029,-0.3734693877551021,2436.1465,2504.5688,-0.37524644,539.6618
2481.911483498448,-0.3780612244897959,2430.9634,2501.473,-0.37595534,539.7382
2488.1057343133643,-0.3780612244897959,2434.3674,2495.606,-0.3794394,540.1959
2497.8306896893,-0.373469387755102,2436.1836,2496.6184,-0.37999535,540.0681
2497.698917935387,-0.373469387755102,2428.3184,2500.2737,-0.37645867,539.52924
2494.7289639638016,-0.373469387755102,2429.8135,2497.643,-0.37509036,539.19305
2479.3553966208874,-0.373469387755102,2428.235,2495.6904,-0.37579486,538.875
2472.7955599452625,-0.3765306122448979,2427.3054,2487.23,-0.37634024,539.2425
2485.1388815554305,-0.3765306122448979,2436.5364,2484.0398,-0.37743872,539.53357
2493.6004968403554,-0.375,2439.4749,2494.4543,-0.3777017,539.02496
2491.9898352135424,-0.375,2433.0012,2499.8481,-0.37698895,538.63245
2490.1197323353153,-0.375,2430.0059,2493.7258,-0.37635526,538.5943
2491.4154173868747,-0.375,2421.5498,2489.482,-0.37645733,538.3201
2486.8601219005755,-0.3780612244897959,2418.055,2495.284,-0.3770545,537.74805
2488.4178522996317,-0.3780612244897959,2423.5542,2495.6885,-0.37866634,537.69135
2491.84105933022,-0.3780612244897959,2426.599,2492.8188,-0.3785538,537.59436
2489.425230962484,-0.3780612244897959,2424.2449,2490.2773,-0.37858605,537.1917
2485.116181782151,-0.3765306122448979,2424.814,2486.5994,-0.3785779,536.8051
2474.5931879759755,-0.3765306122448979,2424.5835,2485.0093,-0.37839597,536.4516
2468.169259378817,-0.3795918367346939,2423.7595,2479.9395,-0.37863714,536.5573
2478.6331050742,-0.3811224489795918,2433.4866,2475.7463,-0.38029122,536.7498
2485.6039340719453,-0.3795918367346939,2435.8108,2482.4573,-0.38148388,536.19586
2483.13477862144,-0.3795918367346939,2431.1194,2486.1086,-0.38040975,535.6327
2481.682888086224,-0.3795918367346939,2433.2808,2481.2366,-0.37957004,535.4053
2477.75255874543,-0.3780612244897959,2434.9895,2479.6948,-0.3798768,535.01263
2471.07390251369,-0.3780612244897959,2436.037,2480.8027,-0.3795247,534.72723
2473.2630040783342,-0.3795918367346939,2444.567,2477.0776,-0.37867105,534.84937
2475.92029126631,-0.3811224489795918,2444.0725,2475.8757,-0.37937927,534.69934
2472.700182865695,-0.3811224489795918,2433.8667,2475.5378,-0.3810654,534.4032
2474.2824258216137,-0.3795918367346939,2431.207,2468.6392,-0.38048857,534.2923
2474.547902898684,-0.38112244897959185,2429.7622,2470.872,-0.37909847,533.7831
2467.288442130016,-0.38265306122448983,2427.743,2475.5356,-0.38009906,533.37463
2458.525044817785,-0.3811224489795918,2436.2783,2468.4253,-0.38087454,533.5924
2458.063693512558,-0.3826530612244898,2442.0398,2451.9482,-0.37915012,533.9434
2456.9052645042275,-0.38418367346938775,2442.3425,2445.8745,-0.3797898,533.51306
2457.1727346473617,-0.38418367346938775,2441.7864,2447.321,-0.3817171,532.84467
2469.5119689482435,-0.38418367346938775,2441.0315,2452.3367,-0.3827139,532.2394
2466.7702376739567,-0.38418367346938775,2434.7083,2470.8455,-0.3830027,531.2653
2448.544554697542,-0.39030612244897955,2432.3738,2470.009,-0.38192588,531.38855
2446.091137680667,-0.3918367346938776,2438.541,2439.7944,-0.3839993,532.432
2453.026561190728,-0.38418367346938775,2438.169,2435.5342,-0.38666022,532.1025
2459.0664283266938,-0.38418367346938775,2438.4084,2449.7039,-0.3831932,531.2053
2468.96238656721,-0.3872448979591837,2445.272,2457.3887,-0.38202822,530.68823
2465.793690110496,-0.3857142857142857,2440.524,2469.1282,-0.38508543,530.0327
2456.6198972512257,-0.3826530612244898,2438.8105,2469.019,-0.3850003,530.13745
2455.5762401606203,-0.3826530612244898,2447.2825,2458.8088,-0.38137385,530.75665
2450.4141748703973,-0.3826530612244898,2442.3296,2457.1794,-0.38153914,530.9307
2454.2478549749503,-0.3826530612244898,2442.0942,2456.6511,-0.38412583,531.3275
2469.611911328855,-0.38418367346938775,2445.694,2462.029,-0.38538712,531.5209
2466.616254760479,-0.38418367346938775,2448.5676,2475.87,-0.3853963,531.21173
2459.031586477456,-0.3826530612244898,2464.7908,2475.9832,-0.38471663,531.7818
2461.710936665725,-0.3826530612244898,2483.888,2469.4453,-0.38394123,532.7656
2465.6643038537254,-0.3857142857142857,2501.7727,2471.578,-0.3844532,533.2926
2457.3741888483037,-0.3857142857142857,2497.5261,2478.201,-0.3872477,533.70685
2447.016672748132,-0.3826530612244898,2497.6768,2471.8457,-0.38756368,534.9134
2456.625380272955,-0.3826530612244898,2485.988,2458.6287,-0.38472998,536.3621
2493.180689165595,-0.38418367346938775,2484.268,2465.9202,-0.38420075,536.6234
2503.846297871243,-0.3795918367346939,2488.0984,2504.2966,-0.38627642,535.28235
2494.651256282608,-0.3780612244897959,2481.3552,2519.7334,-0.38322446,535.3299
2505.9009077275455,-0.3780612244897959,2477.4268,2506.901,-0.37993178,536.6908
2517.650099700324,-0.36428571428571427,2467.1443,2510.7207,-0.37980303,536.8101
2519.666156160395,-0.3642857142857142,2460.5474,2524.915,-0.37300348,536.45337
2533.711798763865,-0.36581632653061225,2461.5203,2529.9539,-0.37146288,536.6812
2535.5982776794826,-0.36122448979591837,2461.9758,2540.674,-0.3721345,536.41656
2536.1032341319224,-0.36122448979591837,2465.6487,2542.9038,-0.36960787,536.58746
2533.5012385580985,-0.35969387755102045,2467.4495,2540.7563,-0.36676085,536.83734
2520.902958856888,-0.3581632653061224,2470.344,2538.0598,-0.3653183,537.0817
2527.2124772661095,-0.3581632653061224,2470.7837,2528.5266,-0.36581022,537.84576
2544.9158650941604,-0.35969387755102045,2481.614,2533.9053,-0.3659723,537.7874
2548.225215520507,-0.35969387755102045,2498.6453,2550.967,-0.36600822,537.05206
2545.318929223326,-0.3581632653061224,2511.1182,2554.6367,-0.3651867,537.0035
2539.4177290248062,-0.3581632653061224,2521.698,2549.9475,-0.363469,537.3
2527.1578404723014,-0.3581632653061224,2525.474,2543.982,-0.3631302,537.6501
2526.1650757806415,-0.3581632653061224,2520.9783,2536.828,-0.36428058,538.29083
2541.1049168475583,-0.3581632653061224,2511.344,2539.395,-0.3652814,538.57086
2560.6829194831143,-0.3581632653061224,2511.9363,2552.8633,-0.36473727,538.20026
2547.509339235215,-0.3566326530612245,2508.083,2569.391,-0.3635823,537.4769
2528.3135930237795,-0.3566326530612245,2511.2954,2556.5205,-0.36113605,538.2936
2533.3838635947127,-0.3581632653061224,2519.028,2534.7554,-0.36032698,539.4491
2535.423478849896,-0.3581632653061224,2511.485,2539.9915,-0.3622929,539.20917
2531.68194633635,-0.3551020408163265,2490.6396,2550.1772,-0.36359155,539.13385
2518.5307597629626,-0.3520408163265306,2467.8242,2547.3313,-0.3615017,539.747
2475.5487378407397,-0.3566326530612245,2438.0698,2528.5261,-0.36031154,540.8709
2454.9945789352846,-0.36581632653061225,2438.0085,2489.8855,-0.3647858,543.22687
2470.622274104934,-0.3811224489795918,2458.1045,2482.5115,-0.37739113,544.7206
2527.271503558104,-0.3948979591836735,2476.8262,2510.6306,-0.38849536,545.06903
2585.8038216559066,-0.376530612244898,2496.1704,2570.5425,-0.38623995,543.8568
2588.4395696270094,-0.35816326530612247,2507.654,2600.796,-0.36730883,542.73175
2581.00043726901,-0.3551020408163265,2513.372,2586.3132,-0.352146,543.13116
2570.6673254786,-0.3566326530612245,2519.1787,2575.3604,-0.35221756,543.18695
2582.7259506161026,-0.35816326530612247,2538.3977,2580.9905,-0.3596051,543.2147
2589.723128798885,-0.3520408163265306,2547.3323,2602.8164,-0.3613055,542.9175
2588.5420306489586,-0.3520408163265306,2545.7517,2605.4736,-0.35444313,543.371
2591.516212107359,-0.35051020408163264,2543.2874,2592.2705,-0.35297763,544.0405
2582.253288543868,-0.34897959183673466,2538.6372,2588.306,-0.35419196,543.92615
2588.6174559838705,-0.34897959183673466,2531.4243,2587.1519,-0.35433942,544.087
2602.612438684935,-0.34897959183673466,2535.8372,2600.7769,-0.35348037,543.86334
2602.5731626215584,-0.34897959183673466,2538.8813,2619.577,-0.35376573,543.61383
2603.634724413093,-0.35051020408163264,2532.3958,2614.4102,-0.35288996,544.43915
2608.3475788752075,-0.35051020408163264,2527.824,2600.8635,-0.3521825,545.0601
2603.3560739394425,-0.35051020408163264,2522.9695,2599.4377,-0.35179102,544.77875
2599.3593149891567,-0.3520408163265306,2519.3726,2603.443,-0.3522956,544.6775
2595.869202879717,-0.3520408163265306,2523.3901,2607.9521,-0.3532045,544.9666
2595.908063346249,-0.3520408163265306,2527.0544,2604.0632,-0.3524957,545.6802
2600.351574887821,-0.35357142857142854,2523.6492,2596.8875,-0.35159737,546.16156
2599.969972239589,-0.35357142857142854,2517.2695,2593.9744,-0.3524412,546.08875
2591.290421583146,-0.3520408163265306,2510.8906,2592.475,-0.35364565,545.91113
2585.414195159672,-0.3520408163265306,2503.4734,2586.3757,-0.35315272,546.1094
2581.9281522791143,-0.35357142857142854,2503.3464,2583.7217,-0.3521781,546.3503
2583.955470942383,-0.35357142857142854,2505.9004,2581.884,-0.35287195,546.6136
2595.4476917869324,-0.35357142857142854,2500.0918,2581.4172,-0.35344157,546.6372
2593.0004616167607,-0.35357142857142854,2497.7554,2586.237,-0.35347643,546.0376
2569.203783289712,-0.3520408163265306,2493.9238,2582.31,-0.35337704,545.8526
2550.850061701094,-0.3520408163265306,2494.1465,2563.2441,-0.35274404,546.69183
2561.21804486817,-0.35357142857142854,2498.4724,2549.5034,-0.35332942,547.514
2573.2095613707424,-0.35510204081632657,2500.0688,2562.7703,-0.35556275,547.0729
2574.329132344501,-0.35510204081632657,2496.23,2576.2336,-0.35718,546.714
