0.0,-0.03156162425875664,0.010417565703392029,0.002933025360107422,0.002933025360107422
0.0,-0.09849997609853745,0.014540672302246094,0.008289337158203125,0.0076855020597577095
0.0,-0.029933270066976547,0.016877559944987297,0.021338939666748047,0.02449258416891098
0.0,-0.09227406978607178,0.07461941242218018,0.0070037841796875,0.006010256242007017
0.0,0.011196453124284744,0.026668081060051918,0.014109611511230469,0.004878466948866844
0.0,0.031149016693234444,0.0807100161910057,-0.002551555633544922,-0.006995443720370531
0.0,-0.07965292036533356,-0.11656571924686432,-0.01143789291381836,-0.0297994501888752
0.0,-0.01291824970394373,0.04282459244132042,0.0292510986328125,0.05852247774600983
0.0,-0.11046469211578369,-0.2597239017486572,0.0010457038879394531,-0.009269057773053646
0.0,-0.011982185766100883,0.00909150019288063,0.04906272888183594,0.10904203355312347
0.0,0.06354152411222458,0.0237825158983469,0.004113197326660156,-0.0019022617489099503
0.0,-0.050481267273426056,0.053235746920108795,-0.01125192642211914,-0.01996316760778427
0.0,0.02070079743862152,0.10342767834663391,0.011317729949951172,0.0033966945484280586
0.0,0.032777078449726105,-0.09324425458908081,-0.00348663330078125,-0.024168193340301514
0.0,0.014810420572757721,0.08223883807659149,0.01676034927368164,0.0370652973651886
0.0,0.0619959719479084,0.24906787276268005,-0.0009970664978027344,-0.018222732469439507
0.0,-0.030699968338012695,0.0419941172003746,-0.07846879959106445,-0.129558727145195
0.0,-0.12992729246616364,-0.13987195491790771,-0.23546648025512695,-0.24842305481433868
0.0,-0.49108901619911194,-0.5473148822784424,-0.7046527862548828,-0.7255619168281555
0.0,-0.9183544516563416,-1.8239647150039673,-1.5206491947174072,-1.560433268547058
-2.0,-1.6156340837478638,-2.858163356781006,-2.350095748901367,-2.332583427429199
-2.0,-1.8656015396118164,-2.7544286251068115,-2.105515718460083,-2.097801923751831
-2.0,-1.9219611883163452,-2.6673905849456787,-2.058351993560791,-2.075913190841675
-2.0,-1.9195054769515991,-2.9392752647399902,-2.051384210586548,-2.0798838138580322
-2.0,-1.9552192687988281,-2.654209852218628,-2.0597031116485596,-2.0312907695770264
-2.0,-1.9745197296142578,-3.033484935760498,-2.075709819793701,-2.1147353649139404
-2.0,-1.9542592763900757,-2.740532636642456,-2.0090103149414062,-1.9649959802627563
-2.0,-1.878814697265625,-2.8117916584014893,-2.0665645599365234,-2.08280873298645
-2.0,-1.8673568964004517,-2.922574996948242,-2.047611713409424,-2.05591082572937
-2.0,-1.823585033416748,-2.792731523513794,-2.043107509613037,-2.0246737003326416
-2.0,-1.8253772258758545,-2.921072006225586,-2.0580646991729736,-2.0711617469787598
-2.0,-1.9216150045394897,-2.789576768875122,-2.050457715988159,-2.034198045730591
-2.0,-1.8850207328796387,-2.792524576187134,-2.041128396987915,-2.0488038063049316
-2.0,-1.9409546852111816,-2.8218328952789307,-2.0469958782196045,-2.053506374359131
-2.0,-1.868142008781433,-2.8337607383728027,-2.0585224628448486,-2.055467367172241
-2.0,-1.861110806465149,-2.871363639831543,-2.0470998287200928,-2.052532911300659
-2.0,-1.882305383682251,-2.6755144596099854,-2.046666383743286,-2.039372682571411
-2.0,-1.7561503648757935,-2.7340946197509766,-2.0551321506500244,-2.0871317386627197
-2.0,-1.8574646711349487,-2.929022789001465,-2.0734968185424805,-2.097055196762085
-2.0,-1.8494253158569336,-2.739975690841675,-2.0437936782836914,-2.0225346088409424
-2.0,-1.8824092149734497,-3.0269064903259277,-2.0566084384918213,-2.078883171081543
-2.0,-1.8642079830169678,-2.7861814498901367,-2.032866954803467,-1.9904999732971191
-2.0,-1.8874998092651367,-2.9483392238616943,-2.0508790016174316,-2.065159797668457
-2.0,-1.8941932916641235,-2.9376401901245117,-2.0367653369903564,-2.011002779006958
-2.0,-1.932798147201538,-2.9149253368377686,-2.036228656768799,-2.016011953353882
-2.0,-1.9664103984832764,-2.7698872089385986,-2.0545434951782227,-2.0362861156463623
-2.0,-1.8449357748031616,-2.7649738788604736,-2.051813840866089,-2.0660247802734375
-2.0,-1.8872259855270386,-2.631047487258911,-2.0557799339294434,-2.0741586685180664
-2.0,-1.890842080116272,-2.6695942878723145,-2.057215929031372,-2.0953617095947266
-2.0,-1.900963544845581,-2.867356777191162,-2.054253101348877,-2.0816140174865723
-2.0,-1.8902044296264648,-2.8627052307128906,-2.0402348041534424,-2.0278303623199463
