gamma_result_temp,gamma_result_depth,ref,TiDE_pred_temp,TiDE_pred_depth,Time,LP
400.0,0.0,436.1014,400.0,0.0,0.1698598861694336,533.8514
463.51947021484375,0.0,904.84973,463.51947,0.0,0.1658649444580078,533.85516
1081.8900146484375,-0.26632651686668396,1296.6033,1081.89,-0.26632652,0.27164554595947266,533.8588
1783.94384765625,-0.5510203838348389,1724.6505,1783.9438,-0.5510204,0.2231917381286621,533.8624
2045.942626953125,-0.5295918583869934,2031.7224,2045.9426,-0.52959186,0.24561071395874023,533.86597
2215.1259765625,-0.48061224818229675,2179.6394,2215.126,-0.48061225,0.14852428436279297,533.86945
2302.99169921875,-0.4561224579811096,2259.3264,2302.9917,-0.45612246,0.11227774620056152,533.87286
2355.57275390625,-0.43622449040412903,2304.328,2355.5728,-0.4362245,0.23850297927856445,533.8762
2378.296875,-0.4255101978778839,2328.151,2378.2969,-0.4255102,0.24367237091064453,533.87946
2381.59765625,-0.4147959053516388,2345.0537,2381.5977,-0.4147959,0.25281596183776855,533.8827
2398.864013671875,-0.41020408272743225,2353.3801,2398.864,-0.41020408,0.23236393928527832,533.8858
2419.16064453125,-0.40714284777641296,2364.7876,2419.1606,-0.40714285,0.12100863456726074,533.88885
2413.370361328125,-0.4010204076766968,2374.808,2413.3704,-0.4010204,0.14343833923339844,533.89185
2415.066162109375,-0.3948979675769806,2376.4321,2415.0662,-0.39489797,0.18822526931762695,533.8948
2413.9072265625,-0.39336735010147095,2376.8855,2413.9072,-0.39336735,0.13354158401489258,533.8976
2410.377197265625,-0.3918367326259613,2378.781,2410.3772,-0.39183673,0.15851736068725586,533.9004
2419.805419921875,-0.3918367326259613,2378.5881,2419.8054,-0.39183673,0.2033696174621582,533.9031
2424.5,-0.3918367326259613,2385.5457,2424.5,-0.39183673,0.22753429412841797,533.90576
2422.202880859375,-0.3918367326259613,2388.5427,2422.203,-0.39183673,0.22892284393310547,533.9083
2423.908447265625,-0.388775497674942,2394.758,2423.9084,-0.3887755,0.14472150802612305,533.9108
2426.724365234375,-0.38724491000175476,2396.0295,2426.7244,-0.3872449,0.20255589485168457,533.91327
