gamma_result_temp,gamma_result_depth,ref,TiDE_pred_temp,TiDE_pred_depth,Time,LP
400.0,0.0,436.1014,400.0,0.0,0.20706629753112793,533.8514
463.51947021484375,0.0,904.84973,463.51947,0.0,0.22432661056518555,533.85516
1081.8900146484375,-0.26632651686668396,1296.6033,1081.89,-0.26632652,0.3253624439239502,533.8588
1783.94384765625,-0.5510203838348389,1724.6505,1783.9438,-0.5510204,0.29475879669189453,533.8624
2045.942626953125,-0.5295918583869934,2031.7224,2045.9426,-0.52959186,0.3765583038330078,533.86597
2215.1259765625,-0.48061224818229675,2179.6394,2215.126,-0.48061225,0.15725088119506836,533.86945
2302.99169921875,-0.4561224579811096,2259.3264,2302.9917,-0.45612246,0.15236139297485352,533.87286
2355.57275390625,-0.43622449040412903,2304.328,2355.5728,-0.4362245,0.27218008041381836,533.8762
2378.296875,-0.4255101978778839,2328.151,2378.2969,-0.4255102,0.23566722869873047,533.87946
2381.59765625,-0.4147959053516388,2345.0537,2381.5977,-0.4147959,0.29963111877441406,533.8827
2398.864013671875,-0.41020408272743225,2353.3801,2398.864,-0.41020408,0.27402734756469727,533.8858
2419.16064453125,-0.40714284777641296,2364.7876,2419.1606,-0.40714285,0.1400899887084961,533.88885
2413.370361328125,-0.4010204076766968,2374.808,2413.3704,-0.4010204,0.17102932929992676,533.89185
2415.066162109375,-0.3948979675769806,2376.4321,2415.0662,-0.39489797,0.20221686363220215,533.8948
2413.9072265625,-0.39336735010147095,2376.8855,2413.9072,-0.39336735,0.1350553035736084,533.8976
2410.377197265625,-0.3918367326259613,2378.781,2410.3772,-0.39183673,0.16669297218322754,533.9004
2419.805419921875,-0.3918367326259613,2378.5881,2419.8054,-0.39183673,0.23694849014282227,533.9031
2424.5,-0.3918367326259613,2385.5457,2424.5,-0.39183673,0.2583019733428955,533.90576
2422.202880859375,-0.3918367326259613,2388.5427,2422.203,-0.39183673,0.25992369651794434,533.9083
2423.908447265625,-0.388775497674942,2394.758,2423.9084,-0.3887755,0.17449283599853516,533.9108
2426.724365234375,-0.38724491000175476,2396.0295,2426.7244,-0.3872449,0.22406911849975586,533.91327
2425.912353515625,-0.3857142925262451,2402.6467,2425.9124,-0.3857143,0.23826861381530762,533.91565
2427.0361328125,-0.3857142925262451,2403.5508,2427.0361,-0.3857143,0.2481389045715332,533.91797
2430.9033203125,-0.3857142925262451,2406.3135,2430.9033,-0.3857143,0.17178654670715332,533.9202
2437.1689453125,-0.38724491000175476,2409.7815,2437.169,-0.3872449,0.3096158504486084,533.92236
2444.1064453125,-0.388775497674942,2413.1658,2444.1064,-0.3887755,0.13715267181396484,533.9245
2453.060546875,-0.38265305757522583,2417.323,2453.0605,-0.38265306,0.15111303329467773,533.9265
2457.01953125,-0.37959182262420654,2424.4392,2457.0195,-0.37959182,0.15648245811462402,533.9285
2462.6484375,-0.3811224400997162,2427.462,2462.6484,-0.38112244,0.17516446113586426,533.9304
2468.458740234375,-0.3811224400997162,2436.1484,2468.4587,-0.38112244,0.285022497177124,533.93225
2476.883544921875,-0.38265305757522583,2428.472,2476.8835,-0.38265306,0.1328132152557373,533.934
2479.916748046875,-0.37959182262420654,2427.2568,2479.9167,-0.37959182,0.16875791549682617,533.9357
2458.087646484375,-0.37653061747550964,2424.3447,2458.0876,-0.37653062,0.33365464210510254,533.9374
2443.953857421875,-0.3780612349510193,2416.6423,2443.9539,-0.37806123,0.14477872848510742,533.93896
2454.07177734375,-0.3780612349510193,2423.3088,2454.0718,-0.37806123,0.2575075626373291,533.9404
2457.984619140625,-0.3780612349510193,2426.1687,2457.9846,-0.37806123,0.18265438079833984,533.9419
2455.7861328125,-0.37959182262420654,2432.034,2455.7861,-0.37959182,0.3292887210845947,533.9433
2464.135009765625,-0.3811224400997162,2433.934,2464.135,-0.38112244,0.2690138816833496,533.9446
2474.37451171875,-0.37959182262420654,2433.878,2474.3745,-0.37959182,0.18723845481872559,533.94586
2468.766845703125,-0.37653061747550964,2434.2937,2468.7668,-0.37653062,0.13171935081481934,533.947
2462.623291015625,-0.37653061747550964,2429.2527,2462.6233,-0.37653062,0.1422414779663086,533.9482
2462.952392578125,-0.3780612349510193,2438.6719,2462.9524,-0.37806123,0.21189212799072266,533.9492
2471.441650390625,-0.3780612349510193,2431.586,2471.4417,-0.37806123,0.1906731128692627,533.9502
2479.718994140625,-0.375,2429.5608,2479.719,-0.375,0.2855546474456787,533.9511
2474.10546875,-0.37653061747550964,2428.8542,2474.1055,-0.37653062,0.1575002670288086,533.952
2465.69677734375,-0.37653061747550964,2418.3218,2465.6968,-0.37653062,0.21246790885925293,533.9528
2462.876708984375,-0.375,2429.5063,2462.8767,-0.375,0.14696693420410156,533.95355
2465.60400390625,-0.3780612349510193,2432.6616,2465.604,-0.37806123,0.32777833938598633,533.9542
2471.18310546875,-0.3841836750507355,2436.885,2471.183,-0.38418368,0.3257102966308594,533.95483
2472.9521484375,-0.38265305757522583,2442.2893,2472.9521,-0.38265306,0.2807600498199463,533.5906
2472.952123790703,-0.38265306122448983,2442.2476,2474.3062,-0.378396,0.22792840003967285,533.5906
2472.141928508646,-0.37806122448979596,2444.7808,2474.6387,-0.3780223,0.3546314239501953,533.27484
