time_index,melt_pool_temperature,melt_pool_depth,scanning_speed,X,Y,Z,Dist_to_nearest_X,Dist_to_nearest_Y,Dist_to_nearest_Z,Laser_power,laser_power_number
0.0,444.7439208259148,0.0,6.99999999942067,0.0,0.0,0.0,20.0,20.0,0,571.2754354653223,51
0.035740034586603,472.73503678015567,0.0,6.99999999942067,-17.0,19.25,0.75,3.0,0.75,0,571.2822293268994,51
0.071480069173206,1050.5743045867705,0.0,6.999999999420768,-17.0,19.25,0.75,3.0,0.75,0,571.2890226661659,51
0.1072201037598091,1800.4992265118651,0.0,6.999999999420671,-16.999445286054204,19.25,0.75,3.000554713945796,0.75,0,571.2958154831168,51
0.1429601383464121,2128.1095550650457,-0.5051020408163265,6.999999999420671,-16.749265043968688,19.25,0.75,3.2507349560313124,0.75,0,571.302607777744,51
0.1787001729330151,2300.609768431036,-0.4591836734693877,6.999999999420666,-16.49908480188317,19.25,0.75,3.5009151981168287,0.75,0,571.3093995500421,51
0.214440207519618,2360.0947165506623,-0.413265306122449,6.999999999420677,-16.248904559797655,19.25,0.75,3.751095440202345,0.75,0,571.3161908000054,51
0.250180242106221,2445.070170228366,-0.413265306122449,6.999999999420716,-15.99872431771214,19.25,0.75,4.0012756822878615,0.75,0,571.3229815276286,51
0.285920276692824,2406.1308639820204,-0.3979591836734694,6.999999999420666,-15.748544075626622,19.25,0.75,4.251455924373378,0.75,0,571.3297717329036,51
0.3216603112794269,2468.278058504469,-0.3826530612244898,6.999999999420727,-15.498363833541106,19.25,0.75,4.501636166458894,0.75,0,571.3365614158254,51
0.3574003458660299,2447.636078429684,-0.3826530612244898,6.999999999420666,-15.24818359145559,19.25,0.75,4.751816408544411,0.75,0,571.3433505763879,51
0.3931403804526329,2544.9932058697477,-0.3826530612244898,6.999999999420716,-14.998003349370071,19.25,0.75,5.001996650629927,0.75,0,571.3501392145862,51
0.4288804150392358,2510.5067007512675,-0.3826530612244898,6.999999999420677,-14.747823107284557,19.25,0.75,5.252176892715445,0.75,0,571.3569273304118,51
0.4646204496258388,2638.720025387931,-0.3826530612244898,6.999999999420677,-14.49764286519904,19.25,0.75,5.5023571348009614,0.75,0,571.36371492386,51
0.5003604842124418,2555.7092747340976,-0.3826530612244898,6.999999999420705,-14.247462623113522,19.25,0.75,5.752537376886478,0.75,0,571.3705019949246,51
0.5361005187990451,2682.957438788217,-0.3826530612244898,6.999999999420677,-13.997282381028004,19.25,0.75,6.002717618971996,0.75,0,571.3772885435995,51
0.5718405533856483,2579.0049190639925,-0.3673469387755101,6.999999999420677,-13.747102138942488,19.25,0.75,6.252897861057512,0.75,0,571.3840745698797,51
0.6075805879722516,2701.247561148999,-0.3673469387755101,6.999999999420705,-13.496921896856971,19.25,0.75,6.503078103143029,0.75,0,571.390860073757,51
0.6433206225588548,2586.57473202795,-0.3673469387755101,6.999999999420727,-13.246741654771457,19.25,0.75,6.753258345228545,0.75,0,571.3976450552265,51
0.679060657145458,2730.265342354419,-0.3673469387755101,6.999999999420677,-12.99656141268594,19.25,0.75,7.003438587314061,0.75,0,571.404429514282,51
0.7148006917320613,2597.9046370582478,-0.3673469387755101,6.999999999420655,-12.746381170600422,19.25,0.75,7.253618829399578,0.75,0,571.4112134509187,51
0.7505407263186645,2745.934420117234,-0.3673469387755101,6.999999999420677,-12.496200928514906,19.25,0.75,7.503799071485094,0.75,0,571.4179968651281,51
0.7862807609052678,2599.598441967053,-0.3673469387755101,6.999999999420727,-12.24602068642939,19.25,0.75,7.75397931357061,0.75,0,571.4247797569054,51
0.822020795491871,2725.1534823623274,-0.3673469387755101,6.999999999420705,-11.995840444343871,19.25,0.75,8.004159555656127,0.75,0,571.4315621262447,51
0.8577608300784743,2594.677862666408,-0.3673469387755101,6.999999999420677,-11.745660202258357,19.25,0.75,8.254339797741645,0.75,0,571.4383439731407,51
0.8935008646650775,2723.2107601192088,-0.3673469387755101,6.999999999420677,-11.495479960172837,19.25,0.75,8.504520039827163,0.75,0,571.4451252975855,51
0.9292408992516809,2598.53595539458,-0.3673469387755101,6.999999999420677,-11.24529971808732,19.25,0.75,8.75470028191268,0.75,0,571.4519060995735,51
0.964980933838284,2740.600004957583,-0.3673469387755101,6.999999999420677,-10.995119476001804,19.25,0.75,9.004880523998196,0.75,0,571.4586863790996,51
1.0007209684248872,2603.602171999972,-0.3520408163265306,6.999999999420733,-10.744939233916288,19.25,0.75,9.255060766083712,0.75,0,571.4654661361579,51
1.0364610030114905,2747.2161971489536,-0.3673469387755101,6.999999999420677,-10.494758991830771,19.25,0.75,9.505241008169229,0.75,0,571.472245370741,51
1.0722010375980937,2613.393279860682,-0.3520408163265306,6.999999999420677,-10.244578749745257,19.25,0.75,9.755421250254743,0.75,0,571.4790240828434,51
1.107941072184697,2759.827824307111,-0.3673469387755101,6.999999999420677,-9.99439850765974,19.25,0.75,10.00560149234026,0.75,0,571.4858022724591,51
1.1436811067713002,2634.345013714052,-0.3520408163265306,6.999999999420677,-9.744218265574224,19.25,0.75,10.255781734425776,0.75,0,571.4925799395835,51
1.1794211413579034,2792.5683158723773,-0.3673469387755101,6.999999999420677,-9.494038023488708,19.25,0.75,10.505961976511292,0.75,0,571.499357084208,51
1.215161175944507,2636.280517390881,-0.336734693877551,6.999999999420727,-9.24385778140319,19.25,0.75,10.75614221859681,0.75,0,571.5061337063277,51
1.25090121053111,2787.067576025956,-0.3673469387755101,6.999999999420683,-8.993677539317675,19.25,0.75,11.006322460682323,0.75,0,571.5129098059368,51
